City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,east london,-33.0153,27.9116,67.14,63.0,75.0,4.61,ZA,1675010582.0
1,cherskiy,68.75,161.3,-14.4,98.0,77.0,1.77,RU,1675010582.0
2,kodiak,57.79,-152.4072,35.11,100.0,100.0,0.0,US,1675010582.0
3,santa cruz,-17.8,-63.1667,82.45,74.0,75.0,14.97,BO,1675010583.0
4,rikitea,-23.1203,-134.9692,78.55,74.0,77.0,10.87,PF,1675010583.0
5,kavieng,-2.5744,150.7967,82.54,76.0,64.0,7.78,PG,1675010583.0
6,zalantun,48.0,122.7167,-6.45,92.0,4.0,5.55,CN,1675010583.0
7,sarakhs,36.5449,61.1577,42.89,49.0,76.0,3.58,IR,1675010583.0
8,kapaa,22.0752,-159.319,71.92,70.0,100.0,23.02,US,1675010583.0
10,te anau,-45.4167,167.7167,49.89,63.0,81.0,0.63,NZ,1675010584.0
11,vaini,-21.2,-175.2,75.36,94.0,20.0,0.0,TO,1675010584.0
12,mashhad,36.297,59.6062,39.34,56.0,0.0,6.91,IR,1675010584.0
13,ushuaia,-54.8,-68.3,49.66,87.0,100.0,21.85,AR,1675010584.0
14,albany,42.6001,-73.9662,42.73,72.0,100.0,6.55,US,1675010584.0
15,maku,39.2911,44.4521,31.57,90.0,85.0,1.01,IR,1675010584.0
16,puerto ayora,-0.7393,-90.3518,82.36,92.0,89.0,5.99,EC,1675010585.0
17,hobart,-42.8794,147.3294,60.66,87.0,100.0,5.75,AU,1675010356.0
18,tiksi,71.6872,128.8694,-35.01,97.0,90.0,7.4,RU,1675010585.0
19,skjervoy,70.0311,20.9714,32.0,67.0,100.0,18.66,NO,1675010585.0
23,bredasdorp,-34.5322,20.0403,67.62,55.0,99.0,19.64,ZA,1675010586.0
24,gizo,-8.103,156.8419,80.96,79.0,100.0,5.5,SB,1675010587.0
25,sawtell,-30.3833,153.1,77.02,83.0,100.0,6.91,AU,1675010587.0
26,tabory,58.5198,64.5495,14.34,91.0,41.0,8.08,RU,1675010587.0
27,new norfolk,-42.7826,147.0587,60.3,66.0,68.0,0.89,AU,1675010587.0
28,lagoa,39.05,-27.9833,57.65,70.0,94.0,14.47,PT,1675010587.0
29,korla,41.7597,86.1469,17.56,76.0,6.0,2.15,CN,1675010588.0
30,evanston,42.0411,-87.6901,24.35,84.0,100.0,13.8,US,1675010588.0
31,mataura,-46.1927,168.8643,50.22,76.0,54.0,2.28,NZ,1675010588.0
32,port alfred,-33.5906,26.891,71.19,57.0,94.0,1.99,ZA,1675010588.0
34,shingu,33.7333,135.9833,35.22,79.0,9.0,8.66,JP,1675010588.0
35,swift current,50.2834,-107.8014,-10.39,77.0,75.0,19.57,CA,1675010589.0
36,itoman,26.1247,127.6694,57.22,58.0,100.0,9.22,JP,1675010589.0
37,gitarama,-2.0744,29.7567,60.26,72.0,48.0,1.99,RW,1675010589.0
38,taoudenni,22.6783,-3.9836,72.21,16.0,34.0,3.6,ML,1675010589.0
39,punta arenas,-53.15,-70.9167,62.71,42.0,40.0,27.63,CL,1675010589.0
40,porto velho,-8.7619,-63.9039,78.85,83.0,75.0,6.91,BR,1675010589.0
41,kulhudhuffushi,6.6221,73.07,80.29,73.0,6.0,10.27,MV,1675010589.0
42,lensk,60.7253,114.9278,-9.87,100.0,97.0,3.18,RU,1675010590.0
43,ostrovnoy,68.0531,39.5131,22.6,89.0,71.0,19.91,RU,1675010590.0
46,cabo san lucas,22.8909,-109.9124,69.51,65.0,0.0,4.36,MX,1675010591.0
47,tyrma,50.0833,132.1667,-30.26,99.0,83.0,1.16,RU,1675010591.0
48,sibutad,8.6127,123.4802,76.77,92.0,100.0,10.85,PH,1675010591.0
49,camana,-16.6228,-72.7111,76.42,76.0,100.0,9.04,PE,1675010591.0
50,karaton,-6.3424,106.1045,72.88,96.0,86.0,2.71,ID,1675010596.0
51,turayf,31.6725,38.6637,59.25,38.0,0.0,4.61,SA,1675010596.0
52,dikson,73.5069,80.5464,-28.61,96.0,18.0,3.38,RU,1675010596.0
53,sangmelima,2.9333,11.9833,76.53,63.0,98.0,4.09,CM,1675010596.0
54,lumeje,-11.55,20.7833,69.17,81.0,77.0,3.71,AO,1675010597.0
55,saldanha,-33.0117,17.9442,82.45,71.0,47.0,17.9,ZA,1675010597.0
56,loubomo,-4.1997,12.6739,75.25,91.0,100.0,3.06,CG,1675010597.0
57,moose factory,51.2585,-80.6094,-11.2,70.0,0.0,8.05,CA,1675010597.0
58,soyo,-6.1349,12.3689,81.41,78.0,91.0,6.24,AO,1675010597.0
59,portland,45.5234,-122.6762,33.53,47.0,0.0,13.0,US,1675010544.0
60,asfi,32.2994,-9.2372,57.65,50.0,1.0,12.82,MA,1675010598.0
61,castro,-24.7911,-50.0119,82.63,50.0,13.0,5.99,BR,1675010598.0
62,georgetown,5.4112,100.3354,80.53,78.0,20.0,4.61,MY,1675010598.0
63,husavik,66.0449,-17.3389,27.01,94.0,100.0,17.45,IS,1675010598.0
64,iquitos,-3.7481,-73.2472,77.04,88.0,100.0,3.44,PE,1675010598.0
65,jamestown,42.097,-79.2353,39.02,97.0,100.0,12.66,US,1675010598.0
66,port elizabeth,-33.918,25.5701,68.29,61.0,40.0,13.8,ZA,1675010589.0
67,nanortalik,60.1432,-45.2371,25.38,73.0,100.0,4.7,GL,1675010598.0
68,vostok,46.4856,135.8833,-23.12,99.0,71.0,4.27,RU,1675010599.0
69,almaznyy,48.0448,40.045,32.59,86.0,100.0,6.55,RU,1675010599.0
70,nikolskoye,59.7035,30.7861,33.69,89.0,100.0,9.8,RU,1675010599.0
71,sechura,-5.5569,-80.8222,83.39,49.0,64.0,7.18,PE,1675010599.0
72,arraial do cabo,-22.9661,-42.0278,89.56,66.0,20.0,17.27,BR,1675010599.0
73,kaitangata,-46.2817,169.8464,52.61,76.0,52.0,5.3,NZ,1675010599.0
74,port blair,11.6667,92.75,80.64,74.0,40.0,9.22,IN,1675010600.0
75,luderitz,-26.6481,15.1594,65.44,73.0,0.0,19.82,NA,1675010600.0
76,ajdabiya,30.7554,20.2263,57.69,47.0,0.0,6.98,LY,1675010600.0
77,fortuna,40.5982,-124.1573,42.93,97.0,0.0,9.22,US,1675010600.0
78,butaritari,3.0707,172.7902,81.48,76.0,100.0,20.51,KI,1675010600.0
79,meulaboh,4.1363,96.1285,77.67,87.0,98.0,3.24,ID,1675010600.0
80,tombouctou,20.0,-3.0,71.13,12.0,76.0,5.17,ML,1675010600.0
81,upernavik,72.7868,-56.1549,-5.6,88.0,91.0,9.01,GL,1675010601.0
82,auki,-8.7676,160.7034,76.03,91.0,100.0,4.54,SB,1675010601.0
83,cidreira,-30.1811,-50.2056,79.74,74.0,7.0,14.14,BR,1675010601.0
84,busselton,-33.65,115.3333,65.21,69.0,66.0,13.98,AU,1675010601.0
85,olafsvik,64.8945,-23.7142,31.8,73.0,72.0,19.93,IS,1675010601.0
86,ilulissat,69.2167,-51.1,10.42,61.0,43.0,24.16,GL,1675010601.0
87,tuatapere,-46.1333,167.6833,55.76,64.0,98.0,3.94,NZ,1675010602.0
89,bintulu,3.1667,113.0333,75.61,100.0,40.0,3.44,MY,1675010357.0
90,dingle,10.9995,122.6711,74.82,94.0,100.0,10.58,PH,1675010602.0
91,bethel,41.3712,-73.414,48.56,74.0,0.0,5.75,US,1675010602.0
92,norman wells,65.282,-126.8329,15.84,86.0,100.0,11.5,CA,1675010602.0
93,guerrero negro,27.9769,-114.0611,58.17,69.0,7.0,3.69,MX,1675010603.0
94,sinnamary,5.3833,-52.95,80.2,72.0,36.0,9.53,GF,1675010603.0
95,pelym,61.0108,61.9978,13.95,86.0,99.0,8.21,RU,1675010603.0
96,seydi,39.4816,62.9137,34.34,67.0,91.0,10.2,TM,1675010603.0
97,cape town,-33.9258,18.4232,78.35,46.0,0.0,21.85,ZA,1675010603.0
98,mackenzie,55.2999,-123.1698,-14.58,76.0,75.0,0.0,CA,1675010603.0
99,gold coast,-28.0,153.4333,77.07,83.0,100.0,5.75,AU,1675010519.0
100,esperance,-33.8667,121.9,61.88,70.0,54.0,10.36,AU,1675010608.0
101,ekhabi,53.5102,142.9671,-15.12,92.0,76.0,16.96,RU,1675010609.0
102,faanui,-16.4833,-151.75,80.4,76.0,13.0,13.4,PF,1675010609.0
103,sherlovaya gora,50.5667,116.25,-18.13,100.0,66.0,1.39,RU,1675010609.0
104,chuy,-33.6971,-53.4616,80.08,59.0,50.0,15.28,UY,1675010609.0
105,aklavik,68.2191,-135.0107,6.8,85.0,40.0,4.61,CA,1675010609.0
106,jian,27.1172,114.9793,41.76,42.0,0.0,1.66,CN,1675010609.0
108,bluff,-46.6,168.3333,58.01,72.0,77.0,8.12,NZ,1675010610.0
109,avarua,-21.2078,-159.775,80.65,78.0,100.0,6.91,CK,1675010610.0
110,veinticinco de mayo,-35.4323,-60.1727,88.99,52.0,0.0,4.0,AR,1675010610.0
111,aragarcas,-15.8975,-52.2508,88.45,62.0,40.0,5.75,BR,1675010610.0
112,hithadhoo,-0.6,73.0833,82.09,73.0,83.0,9.73,MV,1675010428.0
113,bubaque,11.2833,-15.8333,77.92,51.0,92.0,10.85,GW,1675010610.0
114,saint george,37.1041,-113.5841,32.59,80.0,100.0,4.61,US,1675010610.0
115,north myrtle beach,33.816,-78.68,63.0,73.0,20.0,6.91,US,1675010610.0
117,ribeira grande,38.5167,-28.7,59.77,77.0,40.0,11.5,PT,1675010611.0
118,qaanaaq,77.484,-69.3632,-5.28,82.0,100.0,1.5,GL,1675010611.0
119,valparaiso,-33.0393,-71.6273,73.0,69.0,75.0,12.66,CL,1675010611.0
120,pingliang,35.5392,106.6861,30.43,28.0,0.0,3.49,CN,1675010611.0
121,klaksvik,62.2266,-6.589,40.12,74.0,80.0,38.3,FO,1675010611.0
122,rio gallegos,-51.6226,-69.2181,68.05,77.0,40.0,12.66,AR,1675010612.0
123,usinsk,65.9939,57.5281,13.89,94.0,100.0,20.74,RU,1675010612.0
124,siuna,13.7332,-84.7773,83.28,55.0,80.0,7.36,NI,1675010612.0
125,tasiilaq,65.6145,-37.6368,17.76,79.0,33.0,5.19,GL,1675010612.0
127,salta,-24.7859,-65.4117,76.57,73.0,40.0,2.3,AR,1675010613.0
128,quthing,-30.4,27.7003,66.31,50.0,11.0,6.91,LS,1675010613.0
129,beyneu,45.3167,55.2,29.53,72.0,6.0,12.1,KZ,1675010613.0
130,alofi,-19.0595,-169.9187,73.29,100.0,54.0,3.44,NU,1675010613.0
